col_names,roc,prc,Recall,Precision,f1,BA,accuracy,TN,FP,FN,TP,SP,SE,NPV,MCC,p_stat,cohen_kappa,EF_0.05,EF_0.01,EF_0.02
act4_act4,0.863950661565,0.884534019557,0.684959349593,0.870801033592,0.766780432309,0.772451663592,0.758539458186,614,100,310,674,0.859943977591,0.684959349593,0.664502164502,0.54008193239,1.08918052046e-170,0.523768479983,1.62410329986,1.62410329986,1.62410329986
