col_names,roc,prc,Recall,Precision,f1,BA,accuracy,TN,FP,FN,TP,SP,SE,NPV,MCC,EF_0.02,EF_0.01,EF_0.05,p_stat,cohen_kappa
act4_act4,0.867121848739,0.886165011048,0.701219512195,0.870113493064,0.776589758019,0.778480904557,0.766195524146,611,103,294,690,0.855742296919,0.701219512195,0.675138121547,0.551075607967,1.57335007174,1.7256097561,1.6444045911,2.15125994211e-174,0.537244580641
