col_names,roc,prc,Recall,Precision,f1,BA,accuracy,TN,FP,FN,TP,SP,SE,NPV,MCC,p_stat,EF_0.02,EF_0.05,cohen_kappa,EF_0.01
act4_act4,0.867242832092,0.881209930471,0.718495934959,0.879353233831,0.790827740492,0.791320796611,0.779740871614,617,97,277,707,0.864145658263,0.718495934959,0.690156599553,0.576038294455,1.9035361036e-185,1.62410329986,1.6444045911,0.563163455665,1.7256097561
