col_names,roc,prc,Recall,Precision,f1,BA,accuracy,TN,FP,FN,TP,SP,SE,NPV,MCC,EF_0.05,EF_0.01,cohen_kappa,EF_0.02,p_stat
act4_act4,0.872359716244,0.89146883512,0.710365853659,0.878140703518,0.785393258427,0.787255755961,0.775029446408,617,97,285,699,0.864145658263,0.710365853659,0.684035476718,0.568310379347,1.62410329986,1.62410329986,0.554481314805,1.57335007174,3.19948982835e-188
