col_names,roc,prc,Recall,Precision,f1,BA,accuracy,TN,FP,FN,TP,SP,SE,NPV,MCC,EF_0.05,EF_0.02,EF_0.01,cohen_kappa,p_stat
act4_act4,0.826702022272,0.853388915587,0.657520325203,0.84025974026,0.737742303307,0.74262570882,0.729093050648,591,123,337,647,0.827731092437,0.657520325203,0.636853448276,0.481165097562,1.6444045911,1.62410329986,1.62410329986,0.466085915135,8.1850649519e-130
