col_names,roc,prc,Recall,Precision,f1,BA,accuracy,TN,FP,FN,TP,SP,SE,NPV,MCC,EF_0.02,p_stat,EF_0.05,EF_0.01,cohen_kappa
act4_act4,0.845919872014,0.864583597741,0.646341463415,0.857142857143,0.736964078795,0.748941039831,0.732626619552,608,106,348,636,0.851540616246,0.646341463415,0.635983263598,0.495498394074,1.67485652798,4.74346140865e-141,1.58350071736,1.7256097561,0.475759133678
