col_names,roc,prc,Recall,Precision,f1,BA,accuracy,TN,FP,FN,TP,SP,SE,NPV,MCC,EF_0.01,EF_0.02,EF_0.05,p_stat,cohen_kappa
act4_act4,0.887499715333,0.894444171489,0.807926829268,0.867903930131,0.836842105263,0.819229521077,0.817432273263,593,121,189,795,0.830532212885,0.807926829268,0.75831202046,0.632307864885,1.7256097561,1.7256097561,1.66470588235,2.01535781513e-234,0.630224402745
