col_names,roc,prc,Recall,Precision,f1,BA,accuracy,TN,FP,FN,TP,SP,SE,NPV,MCC,EF_0.02,EF_0.01,EF_0.05,cohen_kappa,p_stat
act4_act4,0.863638951516,0.856346303394,0.75,0.863157894737,0.802610114192,0.793067226891,0.786219081272,597,117,246,738,0.836134453782,0.75,0.708185053381,0.578691443532,1.52259684362,1.7256097561,1.44139167862,0.571957149464,2.18540070067e-192
