col_names,roc,prc,Recall,Precision,f1,BA,accuracy,TN,FP,FN,TP,SP,SE,NPV,MCC,EF_0.01,EF_0.02,EF_0.05,p_stat,cohen_kappa
act4_act4,0.872131982874,0.872018142946,0.758130081301,0.863425925926,0.807359307359,0.796431987429,0.790341578327,596,118,238,746,0.834733893557,0.758130081301,0.714628297362,0.585412268835,1.7256097561,1.57335007174,1.48199426112,7.06124127419e-195,0.57950181976
