col_names,roc,prc,Recall,Precision,f1,BA,accuracy,TN,FP,FN,TP,SP,SE,NPV,MCC,EF_0.02,cohen_kappa,EF_0.01,EF_0.05,p_stat
act4_act4,0.850041846007,0.879069913538,0.67987804878,0.854406130268,0.757215619694,0.760107091617,0.747349823322,600,114,315,669,0.840336134454,0.67987804878,0.655737704918,0.515154402634,1.62410329986,0.500869522318,1.7256097561,1.6444045911,6.73741904263e-156
