smiles,threshold1,threshold2,threshold3,threshold4
CCC(C)(C)C(=O)Nc1cc(C)c(C)c(S(=O)(=O)NCC2CC2)c1,0,1,1,1
CCCCCCC(C)(C)c1cc(OC)c2c(c1)OC(C)(C)c1cn(C)nc1-2,0,1,1,1
CCCC(C)(C)c1ccc2c(c1)OC(C)(C)c1ccc(CO)cc1-2,0,1,1,1
CCn1cc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c2cc(-c3ccccc3)ccc21,0,1,1,1
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCc1ccoc1,0,1,1,1
CC1(C)C2CC[C@@H](CNC(=O)c3cc4c5cccnc5cc(-c5ccc(Cl)cc5Cl)n4n3)C1C2,0,1,1,1
CC[C@H](C)[C@H](NC(=O)n1c(=O)n(CCN2CCOCC2)c2ccccc21)C(N)=O,0,1,1,1
CCC(C)(C)C(=O)Nc1cc(CN2CCOCC2)cc(C)n1,0,1,1,1
COc1ccccc1Cn1ccc2c(c1=O)c1cccc(OC)c1n2CCN1CCOCC1,0,1,1,1
CO/C=C\[C@@H]1CC[C@@H]2[C@@H](C1)c1c(O)cc(C34CC5CC(CC(C5)C3)C4)cc1OC2(C)C,0,1,1,1
Cn1c(C(C)(C)C)c/c(=N/C(=O)c2cc(C(F)(F)F)ccc2ONC(C)(C)C)n1CCC(F)(F)F,0,1,1,1
CCCCn1nc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1O/N=C(\N)c1ccncc1,0,1,1,1
CC1(C)C(C(=O)c2cn(CCc3ccccn3)c3ccccc23)C1(C)C,0,1,1,1
O/N=C1C(=C/c2cn(Cc3ccccc3)c3ccccc23)/N2CCC/1CC2,0,1,1,1
CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccccc1CCCC,0,1,1,1
COc1cccc2c(C(=O)N(Cc3c(F)cccc3Cl)C(C)C)nn(CCN3CCOCC3)c12,0,1,1,1
COc1ccc2c(c1)c(CC(=O)N1CCOCC1)c(C)n2C(=O)c1ccccc1Cl,0,1,1,1
CC(C)(NS(=O)(=O)c1ccc(NC2CC3CCC2C3)cc1C(F)(F)F)C1CC1,0,1,1,1
O=C(NN1CCCCC1)c1nn(-c2ccc(Cl)cc2Cl)c2c1Cc1cc(C3CC3)ccc1-2,0,1,1,1
O=C(NCCc1ccc(F)cc1)c1cc2cccnc2n(Cc2ccccc2)c1=O,0,1,1,1
Cn1c(S(=O)(=O)c2ccccc2F)c(S(=O)(=O)N2CCC(CNS(=O)(=O)C(F)(F)F)CC2)c2ccccc21,0,1,1,1
CCCCCn1cc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c2cc(-c3ccccc3)ccc21,0,1,1,1
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCc1cccn1C,0,1,1,1
CCCCCNc1ccc(C(=O)c2c(-c3ccc(OC)cc3)oc3ccccc23)cc1,0,1,1,1
CCCCn1c(=O)c(C(=O)NC2CCCCC2)cc2cccnc21,0,1,1,1
Cc1ccc(NC(=O)C2CCCCC2C)cc1CN1CCOCC1,0,1,1,1
COc1ccccc1-c1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)no1,0,1,1,1
O=C(Cc1c[nH]c2ccc(-c3ccccc3)cc12)NC12CC3CC(CC(C3)C1)C2,0,1,1,1
CCCCCn1cc(C(=O)NC(C)c2ccccc2)c(=O)c2ccccc21,0,1,1,1
O=C(Cc1ccccc1)NC(NC(=O)Cc1ccccc1)c1ccc(N2CCCC2)cc1,0,1,1,1
CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1cccc(C(F)(F)F)c1,0,1,1,1
CCN(CC)c1ccc(CN(Cc2ccccc2)S(=O)(=O)c2ccc(C(C)C)cc2)cc1,0,1,1,1
COc1cccc2c(C(=O)N[C@@H](C)Cc3ccccc3)cn(CCN3CCOCC3)c12,0,1,1,1
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc(/C=C/C(C)(C)C)ccc21,0,1,1,1
CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(-c3ccc(C)cc3)cc1OC2(C)C,0,1,1,1
CCN(CC)c1ccc(CN(C(=O)Cc2ccccc2)c2ccc(C)cc2)cc1,0,1,1,1
CCCCn1c(C)c(C)cc(NC(=O)c2ccc(C)cc2)c1=O,0,1,1,1
CC1(C)C(C(=O)c2cn(CC3CCOCC3)c3ccc(OCCCCBr)cc23)C1(C)C,0,1,1,1
Cc1ccc(Cn2cc(C(=O)NC[C@@H]3CCC4C[C@@H]3C4(C)C)cc2-c2ccc(Cl)c(C)c2)cc1,0,1,1,1
Cc1c(C(=O)NCc2ccc(Cl)c(Cl)c2)nn(-c2ccc(Cl)cc2Cl)c1-n1cc2c(c1)CCCC2,0,1,1,1
CCN(CC)c1ccc(CN(c2ccc(Cl)cc2)S(=O)(=O)c2ccc(F)cc2)cc1,0,1,1,1
CCCCCOc1cc(C(=O)NCCc2ccncc2)ccc1OC,0,1,1,1
CCN(CC)c1ccc(CN(Cc2ccccc2)S(=O)(=O)c2ccc(Cl)cc2)cc1,0,1,1,1
CCCCCn1c2ccccc2c2cc(C(=O)N3CCCCC3)ccc21,0,1,1,1
O=C(OCCCn1c2ccccc2c2cc(C(=O)N3CCCCC3)ccc21)N1CCS(=O)(=O)CC1,0,1,1,1
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc([S+]([O-])c3ccccc3)ccc21,0,1,1,1
CCCCCOc1ccccc1-c1cc(C(=O)NC2CCCCCCC2)no1,0,1,1,1
O=C(O)Cc1ccc(NC(=O)c2cc3c(n(CC4CCCCC4)c2=O)CCCCCC3)cc1,0,1,1,1
CCCCC1=NN(C(=O)NC(C)(C)c2ccc(F)cc2)CC1c1cccc(F)c1,0,1,1,1
O=C(NC1CCOc2ccccc21)n1c(=O)n(CCN2CCOCC2)c2ccccc21,0,1,1,1
CCN(CC)c1ccc(CN(C2CCCCC2)S(=O)(=O)c2ccc(OC)cc2)cc1,0,1,1,1
CCCCn1/c(=N/C(=O)c2cc(C(F)(F)F)ccc2OC[C@@H](C)O)sc2ccncc21,0,1,1,1
Cc1ccc(-c2cc(CC(C)(C)C)[nH]n2)cc1S(=O)(=O)N1CCOCC1,0,1,1,1
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2C[C@@H]2CCCCN2)cc1,0,1,1,1
Cc1ccc(-c2noc(C(C)(C)C)n2)cc1S(=O)(=O)N1CCOCC1,0,1,1,1
O=S(=O)(NCC1CC1)c1ccc(Nc2ccc3c(c2)OCCO3)cc1C(F)(F)F,0,1,1,1
CCCCCn1c(C)c(C(=O)Cc2ccccc2F)c2ccccc21,0,1,1,1
CCC(c1ccc([C@H](C)NS(C)(=O)=O)cc1)c1ccc(Cl)cc1S(=O)(=O)c1ccc(Cl)cc1,0,1,1,1
CCCCn1/c(=N\C(=O)c2cc(C(F)(F)F)ccc2ONC(C)(C)C)cc(C(C)(C)C)n1C,0,1,1,1
C[C@H](NS(C)(=O)=O)c1ccc(S(=O)(=O)c2ccc(Cl)cc2C(C)(O)c2ccccc2F)cc1,0,1,1,1
COc1ccccc1CNC(=O)c1nn(CCN2CCOCC2)c2c(OC)cccc12,0,1,1,1
CCCCCCC(C)(C)c1cc(OC)c(C2=C[C@H]3CC[C@]2(C(=O)OC)C3(C)C)c(OC)c1,0,1,1,1
CCCCCCC(C)(C)c1cc(OCCCBr)c2c(c1)OC(C)(C)c1cn(C)nc1-2,0,1,1,1
CCN(CC)C1(c2nc(-c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)cs2)CCOCC1,0,1,1,1
CCCCCn1cc(C(=O)NN(C)C)c(=O)c2ccc(Sc3ccccc3)cc21,0,1,1,1
CC(C)C1(CNS(=O)(=O)C(F)(F)F)CCCN(S(=O)(=O)c2cc3ccccc3n2S(=O)(=O)c2ccccc2F)C1,0,1,1,1
CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)cc1-c1ccc(Cl)cc1,0,1,1,1
C[C@H]1COc2cccc3c(=O)c(C(=O)NC45CC6CC(CC(C6)C4)C5)cn1c23,0,1,1,1
CCCCn1cc(C(=O)c2cccc3ccccc23)c2cccc(O)c21,0,1,1,1
CCCCCCC(C)(C)c1cc(OCCBr)c2c(c1)OC(C)(C)c1cn(CC)nc1-2,0,1,1,1
CCCCn1cc(C(=O)NCC2CC2)c(=O)c2cccc(OC)c21,0,1,1,1
CCCCCC1=NN(C(=O)NC2CCCCC2)CC1c1ccccc1,0,1,1,1
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)cc1-c1ccc(Cl)cc1,0,1,1,1
O=C(NC1CCCCC1)c1c(O)c2cccnc2n(Cc2ccccc2)c1=O,0,1,1,1
COc1ccc2c(=O)c(C(=O)NC3CCCCC3)cn(Cc3ccccc3)c2c1,0,1,1,1
O=S(=O)(NCC1CC1)c1ccc(NC2CCCCC2)cc1C(F)(F)F,0,1,1,1
COc1ccc2c(=O)c(C(=O)NC3CCCCC3)cn(CCN3CCOCC3)c2c1,0,1,1,1
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCCC(=O)NCCO)c1,0,1,1,1
CCCOc1ccccc1-c1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)no1,0,1,1,1
CCCCCc1cc(O)cc(OCCCCCCCCCCC(=O)NCC2CC2)c1,0,1,1,1
CC1CCC(NC(=O)c2cccnc2OCc2ccc(F)cc2)CC1,0,1,1,1
CC(C)(C)c1nc2ccccc2n1C(=O)c1cccc2ccccc12,0,1,1,1
Cc1c(C(=O)Nc2ccc(Cl)cc2)nn(-c2ccc(Cl)cc2Cl)c1-n1cccc1,0,1,1,1
Cc1c(C(=O)NC2CCCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-n1c(C)ccc1C,0,1,1,1
CN(C)CCNC(=O)C(C)(C)NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2,0,1,1,1
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NOCCO,0,1,1,1
COc1cc(Nc2ccc(S(=O)(=O)NCC3CCCO3)c(C(F)(F)F)c2)cc(OC)c1,0,1,1,1
CCCN(CC1CC1)c1ccc(S(=O)(=O)NCC2CCCO2)c(C(F)(F)F)c1,0,1,1,1
Cc1ccc(-c2cnc(C(C)(C)C)[nH]2)cc1S(=O)(=O)N1CCOCC1,0,1,1,1
Cc1cnc(NC(=O)C(C)(C)C)cc1CN1CCOCC1,0,1,1,1
O=C(Nc1sc2c(c1C(=O)N1CC(F)(F)C1)CCOC2)c1ccccc1C(F)(F)F,0,1,1,1
CCCCCCC(C)(C)c1cc(OC)c(C2=C[C@@H]3CC[C@@]2(C(=O)O)C3(C)C)c(OC)c1,0,1,1,1
CN(C)C1(c2nc(-c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)cs2)CCSCC1,0,1,1,1
Cc1cccc(-c2c(O)cc(C(C)(C)c3cccs3)cc2O)c1,0,1,1,1
CCN1CCN(c2nc(C)nc3sc(-c4ccccc4)cc23)CC1,0,1,1,1
CCCCCn1c(C)c(C(=O)Cc2ccccc2OC)c2ccccc21,0,1,1,1
Cc1ccc(-c2nnn(CC3CCCCC3)n2)cc1S(=O)(=O)N1CCOCC1,0,1,1,1
COCCCn1c2ccccc2c2cc(C(=O)N3CCCCC3)ccc21,0,1,1,1
Cc1ccc(C(=O)NC2C(C)(C)[C@@H]3CC[C@@]2(C)C3)cc1CCC(=O)N1CCOCC1,0,1,1,1
CCCCCCC(=O)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21,0,1,1,1
CC12CC3CC(C)(C1)CC(NC(=O)c1cn(Cc4ccc(F)cc4)c4ccccc4c1=O)(C3)C2,0,1,1,1
CCN(CC)c1ccc(CN([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)S(=O)(=O)c2ccccc2)cc1,0,1,1,1
CCCCCn1c(C)c(C(=O)Cc2cccc(OC)c2)c2ccccc21,0,1,1,1
COc1ccc(Nc2ccc(S(=O)(=O)NCC3CC3)c(C(F)(F)F)c2)cc1,0,1,1,1
CCOc1ccccc1/N=C1\SCC(C)(C)CN1C(=S)SC,0,1,1,1
COc1c(Cc2ccc(F)cc2)cc(-c2ccccc2)cc1C(=O)NC1CCCCCC1,0,1,1,1
Cc1cc(C(=O)Nc2cccc3ccccc23)c(C)n1-c1ccccc1,0,1,1,1
CCCCCn1c2ccccc2c2cc(C(=O)N3CCOCC3)ccc21,0,1,1,1
CCCCCCC(C)(C)c1cc(OC)c(C2=C[C@@H]3CC[C@@]2(C(=O)OC)C3(C)C)c(OC)c1,0,1,1,1
CC1CCN(C(=O)c2ccc3c(c2)c2c(n3C)CN(C3CCCC3)C2)CC1,0,1,1,1
C#CCCCC(=O)OCC(CO)OCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,0,1,1,1
CCC1COc2cccc3c(=O)c(C(=O)N(C(C)C)C(C)C)cn1c23,0,1,1,1
CC(C)c1ccc(C(NC(=O)Cc2ccccc2)NC(=O)Cc2ccccc2)cc1,0,1,1,1
CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)c2c(C)nn(C)c21,0,1,1,1
C/C(CN1CCC[C@H]1COc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc(C(C)(C)C)cn1C[C@H]1CCCO1)=N\O,0,1,1,1
O=S(=O)(NCC1CC1)c1ccc(NN2CCCCC2)cc1C(F)(F)F,0,1,1,1
Cc1ccc(-c2n[nH]c(CC(C)(C)C)n2)cc1S(=O)(=O)N1CCOCC1,0,1,1,1
CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(Cc3ccccc3)cc1OC2(C)C,0,1,1,1
C=C(c1ccc([C@H](C)NS(C)(=O)=O)cc1)c1ccc(OC(F)(F)F)cc1S(=O)(=O)c1ccccc1F,0,1,1,1
CCCCCOc1cc(/C=C/C(=O)N[C@@H](Cc2ccccc2)C(=O)OC)ccc1OC,0,1,1,1
Cc1c(C(=O)NC2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-n1c(C)ccc1C,0,1,1,1
CCCCn1nc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1O/N=C(\N)c1cccnc1,0,1,1,1
O=S(=O)(NCC1CCOCC1)c1ccc(Nc2ccc(Cl)cc2Cl)cc1C(F)(F)F,0,1,1,1
Cc1ccc(-c2cc(CC3CCCCC3)[nH]n2)cc1S(=O)(=O)N1CCOCC1,0,1,1,1
CCCCCCC(C)(C)c1cc(OCCCBr)c2c(c1)OC(C)(C)c1cn(CC)nc1-2,0,1,1,1
CCCCCCC(C)(C)c1cc(OC)c2c(c1)OC(C)(C)c1cn[nH]c1-2,0,1,1,1
CC[C@H]1COc2cccc3c(=O)c(C(=O)NC45CC6CC(CC(C6)C4)C5)cn1c23,0,1,1,1
CCCCn1c(C)c(C)cc(NC(=O)c2ccccc2F)c1=O,0,1,1,1
O=C(c1ccc2c(c1)c1ccccc1n2CCCCl)N1CCCCC1,0,1,1,1
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1C[C@@H](O)C(C)=C[C@@H]21,0,1,1,1
CCCCn1cc(C(C)(C)C)cc/c1=N\C(=O)c1cc(C(F)(F)F)ccc1ONC(C)(C)C,0,1,1,1
CC(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCCC1)C2,0,1,1,1
CCCCC1=NN(C(=O)NC(C)(C)c2ccc(F)cc2)CC1c1ccccc1F,0,1,1,1
CCCCCn1cc(C(=O)Cc2cccc(OC)c2)c2ccccc21,0,1,1,1
COc1cccc2c(C(=O)N[C@@H]3C(C)(C)[C@@H]4CC[C@@]3(C)C4)c(C)n(CCN3CCCCC3)c12,0,1,1,1
CCCCn1c(C)c(C)cc(NC(=O)c2ccccc2)c1=O,0,1,1,1
CCCCCn1cc(C(=O)NC2CN3CCC2CC3)c(=O)c2ccc(Sc3ccccc3)cc21,0,1,1,1
CC(C)CC(=O)NC1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,0,1,1,1
O=[N+]([O-])c1ccc2c(c1)c(OCC1CCCCC1)nn2Cc1ccccc1,0,1,1,1
COc1c(C)cc(-c2ccccc2)cc1C(=O)N[C@H]1CC[C@H](C)CC1,0,1,1,1
COc1c(C)cc(-c2ccc(F)cc2)cc1C(=O)N[C@H]1CC[C@H](C)CC1,0,1,1,1
O=S(=O)(NCC1CC1)c1ccc(Nc2ccccc2)cc1C(F)(F)F,0,1,1,1
CCC(C)(C)C(=O)Nc1cc(C)c(C)c(S(=O)(=O)N2CC[C@H](O)C2)c1,0,1,1,1
CCCCCn1cc(C(=O)Cc2cccc(F)c2)c2ccccc21,0,1,1,1
O=C(c1ccc2c(c1)c1ccccc1n2Cc1ccncc1)N1CCCCC1,0,1,1,1
O=S(=O)(CC1CCCCC1)N1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,0,1,1,1
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)cc1-c1ccc(OC)cc1,0,1,1,1
O=C(c1c(NC(=O)C23CC4CC(CC2C4)C3)sc2c1CCOC2)N1CCOCC1,0,1,1,1
CCCNC(=O)c1c(NC(=O)C23CC4CC(CC2C4)C3)sc2c1CCN(C)C2,0,1,1,1
CCCNC(=O)c1c(NC(=O)C2C(C)(C)C2(C)C)sc2c1CCOC2,0,1,1,1
CC1(C)C(C(=O)c2cn(CCN3CCOCC3)c3ccc(O)cc23)C1(C)C,0,1,1,1
CCCCCn1cc(C(=O)NN2CCCCC2)c(=O)cc1-c1ccccc1,0,1,1,1
Cc1ccc(C(=O)NC2C(C)CCCC2C)cc1S(=O)(=O)N1CCOCC1,0,1,1,1
CN1CC[C@H](COc2ccc(C(F)(F)F)cc2C(=O)/N=c2\sc(C(C)(C)C)cn2C[C@H]2CCCO2)C1,0,1,1,1
CC(C)(C)[C@H](NC(=O)n1c(=O)n(CC2(O)CCOCC2)c2ccccc21)C(N)=O,0,1,1,1
O=S(=O)(c1ccccc1F)c1cc(Cl)ccc1S(=O)(=O)N1CC(CCNS(=O)(=O)C(F)(F)F)C1,0,1,1,1
CCCCCCC(C)(C)c1cc(OC)c2c(c1)OC(C)(C)c1cn(CC)nc1-2,0,1,1,1
CCCCCCC(C)(C)c1cc(OC)cc(OCCCCCCCC(=O)NCC(F)(F)F)c1,0,1,1,1
CCCCCn1nc(C(=O)NC23CC4CC(C)(CC(C)(C4)C2)C3)c(=O)c2ccccc21,0,1,1,1
CCCCCCC(C)(C)c1cc(OCc2ccccc2)c2c(c1)OC(C)(C)c1cn[nH]c1-2,0,1,1,1
Cn1cc(C(=O)N[C@@H]2C(C)(C)C3CC[C@]2(C)C3)c(=O)c2ccc(F)cc21,0,1,1,1
CCN(CC)c1ccc(CN(Cc2ccccc2)S(=O)(=O)c2ccc(OC(C)C)cc2)cc1,0,1,1,1
CN(C)c1ccc2c(=O)c(C(=O)NC3CCCCC3)cn(CCN3CCOCC3)c2n1,0,1,1,1
CCC(C)(C)C(=O)Nc1cc(C)c(C)c(S(=O)(=O)NC2CCCC2)c1,0,1,1,1
Cc1cc(-c2cc(C(=O)N[C@@H]3C(C)(C)[C@@H]4CC[C@@]3(C)C4)nn2-c2ccccc2)ccc1Cl,0,1,1,1
C[C@H]1CC[C@H](NC(=O)c2cc3cc(-c4ccco4)cnc3n(Cc3ccc(F)cc3)c2=O)CC1,0,1,1,1
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCCl,0,1,1,1
CN1CCC[C@H]1COc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc(C(C)(C)C)cn1CC1(O)CCC1,0,1,1,1
CCN1CCN(c2ncnc3oc(-c4ccccc4C(F)(F)F)nc23)CC1,0,1,1,1
CCCCCCn1c2ccccc2c2cc(C(=O)N3CCCCC3)ccc21,0,1,1,1
O=C(CCc1nc(-c2ccc(F)cc2Br)no1)Nc1ccc2c(c1)c1ccccc1n2CCCCO,0,1,1,1
CC(C)Cn1cc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1OCCn1ccnc1,0,1,1,1
CC(C)Cn1cc(C(C)(C)C)s/c1=N\C(=O)c1cc(C#N)ccc1OC1CCC1,0,1,1,1
CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)n2nc(-c3ccc(OC)cc3)nc12,0,1,1,1
CCCCCc1cc(O)cc(OCCCCCCCCCCC(=O)NCC(F)(F)F)c1,0,1,1,1
CCCCCc1cc(O)cc(OCCCCCCCCCCC(=O)N[C@H](C)CO)c1,0,1,1,1
CCCCCCC(C)(C)c1cc(OCCCO)c2c(c1)OC(C)(C)c1cn(CC)nc1-2,0,1,1,1
Cn1cc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c2cc(-c3ccccc3)ccc21,0,1,1,1
O=C(NC1CCCC1)c1cn2c3c(cccc3c1=O)OCC2c1ccccc1,0,1,1,1
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)n2nc(-c3c(Cl)cccc3Cl)cc12,0,1,1,1
CSC(=S)N1CC(C)CS/C1=N\c1ccccc1C(C)C,0,1,1,1
COc1cc(Nc2cc(Cl)c(S(=O)(=O)NCC3CCCO3)c(Cl)c2)cc(OC)c1,0,1,1,1
Cc1c(C(=O)NCc2ccc(Cl)c(Cl)c2)nn(-c2ccc(Cl)cc2Cl)c1-n1cccc1Cl,0,1,1,1
C=C(C)C1CCC(C)=C[C@H]1c1c(O)cc(C2(CCCCCC)CC2)cc1O,0,1,1,1
CCCCCn1cc(C(=O)Nc2cccc3ccccc23)c2ccccc21,0,1,1,1
COc1c(C)cc(-c2ccccc2)cc1C(=O)NC1CCCCCC1,0,1,1,1
CCCCCOc1c(OC)ccc2cc(C(=O)N3CCCC(C(=O)OCC)C3)c(=O)[nH]c12,0,1,1,1
CC(C)Cc1nc2ccccc2n1C(=O)c1cccc2ccccc12,0,1,1,1
COc1ccc(C(=O)c2c(CC(C)C)sc3ccccc23)cc1,0,1,1,1
CC(C)(C)CNC(=O)c1ccc(Br)c(S(=O)(=O)N2CCCCC2)c1,0,1,1,1
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCc1ccc(O)cc1,0,1,1,1
Cc1ccc(-c2n[nH]c(C(C)(C)C)n2)cc1S(=O)(=O)N1CCOCC1,0,1,1,1
CCC(C)(C)C(=O)Nc1cc(CN2CCOCC2)c(C#N)cn1,0,1,1,1
Cc1c(C(=O)NCc2ccc(Cl)cc2)nn(-c2ccc(Cl)c(Cl)c2)c1-n1cccc1,0,1,1,1
COc1ccc(C(=O)c2c(-c3ccc(OC)cc3)sc3ccccc23)cc1,0,1,1,1
CC1(C)Oc2cc(C34CC5CC(CC(C5)C3)C4)cc(O)c2[C@@H]2C[C@H](CC#N)CC[C@H]21,0,0,1,1
O=C(Cc1ccc(Cl)cc1)NC(NC(=O)Cc1ccc(Cl)cc1)c1ccc(C(F)(F)F)cc1,0,0,1,1
CCCCn1c(C)c(C)cc(Oc2nc3ccccc3o2)c1=S,0,0,1,1
CCCCCn1c2ccccc2c2cc(C(=O)c3ccccc3)ccc21,0,0,1,1
CCN(CC)c1ccc(CN(Cc2ccccc2)S(=O)(=O)c2ccc(F)cc2)cc1,0,0,1,1
CC(C)N1CCC[C@H]1COc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc(C(C)(C)C)cn1C[C@H]1CCCO1,0,0,1,1
CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C3SCCS3)cc1OC2(C)C,0,0,1,1
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc(-c3c(C)noc3C)ccc21,0,0,1,1
CCCCCC1=NN(C(=O)c2cccc3ccccc23)CC1c1ccccc1,0,0,1,1
CCc1c(C(=O)N[C@H]2C3(C)CCC(C3)C2(C)C)c2cccc(OC)c2n1CCN1CCOCC1,0,0,1,1
CCCCCn1cc(C(=O)NC2CCCCCC2)c(=O)c2cnn(C)c21,0,0,1,1
C=CCc1ccc(O)c(-c2ccc(OCCCC)c(CC=C)c2)c1,0,0,1,1
CCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccccc1,0,0,1,1
Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3C)n(C3CCOCC3)c2n1.Cl,0,0,1,1
CCCCn1cccc(C(=O)NC2CCC(C)CC2)c1=O,0,0,1,1
Clc1cccc(-c2ccc(CN3CCO[C@@H](c4ccccc4)C3)cc2)c1Cl,0,0,1,1
CCCCCCC(C)(C)c1cc(OC)cc(OCCCCCCCCCCC(=O)NCCO)c1,0,0,1,1
CCCNC(=O)c1c(NC(=O)C2CC3CCC2C3)sc2c1CCOC2,0,0,1,1
CCCNC(=O)c1c(NC(=O)c2c(F)cccc2C(F)(F)F)sc2c1CCOC2,0,0,1,1
C=C(C)C1CCC(C)=C[C@H]1c1c(O)cc(C2(C#N)CCCC2)cc1O,0,0,1,1
CCCCCn1cc(C(=O)Cc2cccc(Cl)c2)c2ccccc21,0,0,1,1
CCCCCn1cc(C(=O)NC2CCC(C)CC2)c(=O)n2nc(C)cc12,0,0,1,1
Cc1ccc(Cn2cc(C(=O)N3CCCCC3)cc2-c2ccc(Cl)c(C)c2)cc1,0,0,1,1
CCCCCCC(C)(C)c1cc(OC)c(C2C(=O)[C@]3(C)CC[C@H]2C3(C)C)c(OC)c1,0,0,1,1
CC1CCN(C(=O)c2ccc3c(c2)c2c(n3Cc3ccccc3)CN(C3CCCC3)C2)CC1,0,0,1,1
O=C(O)c1ccc(NC(=O)c2cc3c(n(CC4CCCCC4)c2=O)CCCCCC3)cc1,0,0,1,1
CCN(CC)c1ccc(CN(C(=O)Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,0,0,1,1
O/N=C1C(=C/c2cn(Cc3ccc(Cl)cc3)c3ccccc23)/N2CCC/1CC2,0,0,1,1
CCS(=O)(=O)n1c2c(c3cc(C(=O)N(C)C(C)C)ccc31)CN(C1CCCC1)C2,0,0,1,1
CC(=O)N1CCC[C@@H]1COc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc(C(C)(C)C)cn1C[C@H]1CCCO1,0,0,1,1
CCCc1ccc(-c2cc(O)c3c(c2)OC(C)(C)[C@@H]2CC=C(C)C[C@@H]32)cc1,0,0,1,1
CC1(C)C(C(=O)c2cn(CCN3CCOCC3)c3cc(O)ccc23)C1(C)C,0,0,1,1
C=C(C)C1CCC(C)=C[C@H]1c1c(O)cc(C2(C#N)CCCCC2)cc1O,0,0,1,1
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCOC(CO)CO)c1,0,0,1,1
CCCCCn1cc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c2cc(-c3ccco3)ccc21,0,0,1,1
CCc1c(C(=O)NC2C(C)(C)[C@@H]3CC[C@@]2(C)C3)c2cccc(OC)c2n1CCN1CCOCC1,0,0,1,1
Clc1ccc(-n2c(-c3ccccc3Cl)nc3c(N4CCN(C5CCCCC5)CC4)ncnc32)cc1,0,0,1,1
COc1ccc(-c2oc3ccccc3c2C(=O)c2ccc(NCC3CC3)cc2)cc1,0,0,1,1
Cc1c(C(=O)NC2CCCCCC2)nn(-c2ccc(F)cc2F)c1-n1c(C)ccc1C,0,0,1,1
COCCC(C)(C)C(=O)Nc1cc(C)c(C)c(S(=O)(=O)N2CCOCC2)c1,0,0,1,1
