smiles,PActivity
Cc1ccc(-c2nc(C(C)(C)C)c[nH]2)cc1S(=O)(=O)N1CCOCC1,7.64
Cc1ccc(NC(=O)C(C)(C(F)(F)F)C(F)(F)F)cc1S(=O)(=O)N1CCOCC1,7.64
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2C[C@H]2CCCO2)cc1,7.64
CCCCCCC(C)(C)c1cc(OC)c([C@@]2(O)CCC[C@@H](C)C2)c(OC)c1,7.64
COC(=O)c1cc(C)sc1NC(=O)C12CC3CC(CC(C3)C1)C2,7.64
CCCCCn1cc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c(=O)cc1-c1ccccc1,7.63
C=CCn1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCCC1)C2,7.63
CCCCCn1cc(C(=O)NC23CC4CC(C)(CC(C)(C4)C2)C3)c(=O)c2cccnc21,7.63
CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(=O)c3ccccc3)cc1OC2(C)C,7.63
CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(Oc3ccccc3)cc1OC2(C)C,7.63
C=CCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc(Br)ccc21,7.62
Cc1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(Cl)n1-c1ccccc1,7.62
CCCCCOc1c(OC)ccc2cc(C(=O)NCCc3ccc(F)cc3)c(Cl)nc12,7.62
C[C@@H]1COc2cccc3c(=O)c(C(=O)NC4CCCCC4)cn1c23,7.62
CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1cccnc1,7.62
CSC(=S)N1CC2(CCCCC2)CS/C1=N\c1ccc2c(c1)CCCC2,7.62
CC(C)(C)c1cn(C[C@H]2CCCO2)/c(=N/C(=O)c2cc(C(F)(F)F)ccc2OC[C@H]2CCC[N+]2(C)[O-])s1,7.62
Cn1c(C(C)(C)C)c/c(=N/C(=O)c2cc(C(F)(F)F)ccc2ONC(C)(C)C)n1C[C@H]1CCCO1,7.62
OC(CC1CCCCC1)c1nn(-c2ccc(Cl)cc2Cl)c2c1CCCc1cc(Cl)ccc1-2,7.62
CCCC(C)O/N=C(\C)c1cc(O)c2c(c1)OC(C)(C)[C@H]1CC=C(C)C[C@H]21,7.62
CCC(C)(C)C(=O)Nc1cc(CN2CCOCC2)c(C)cn1,7.62
CCC(=O)[C@H](Cc1ccccc1)NC(=O)c1c(C)n(CCN2CCOCC2)c2c(OC)cccc12,7.62
Cc1cc(=O)c(C(=O)NC23CC4CC(CC(C4)C2)C3)cn1CC1CCOCC1,7.62
CCCCCn1cc(C(=O)N[C@H](C)c2ccccc2)c(=O)c2ccc(OCC)cc21,7.62
CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)cc1C,7.61
CCCCC/C=C\C/C=C\C/C=C\[C@H](C)/C=C\CCCC(=O)NCCO,7.61
CC1(C)Oc2cc([C@]34CC5CC(C[C@@](N=[N+]=[N-])(C5)C3)C4)cc(O)c2[C@@H]2C[C@H](O)CC[C@H]21,7.61
O=C(N1CCN(C(c2ccccc2)c2ccc(Cl)cc2Cl)CC1)C12CC3CC(CC(C3)C1)C2,7.6
O=C(NC1CCCCCC1)c1cccnc1OCc1ccc(F)cc1,7.6
COc1cccc2c(C(=O)NC3C(C)(C)[C@@H]4CC[C@@]3(C)C4)c(C)n(CCCN3CCOCC3)c12,7.6
CCCCCC(=O)NC(NC(=O)CCCCC)c1ccc(N(CC)CC)cc1,7.6
CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccc(Cl)cc1,7.6
CCN(CC)c1ccc(CN([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)S(=O)(=O)c2ccc(F)cc2)cc1,7.6
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21,7.6
CCCCCn1c(C)c(C(=O)Cc2ccccc2Cl)c2ccccc21,7.6
CN1CCN(C)[C@@H](COc2ccc(C(F)(F)F)cc2C(=O)/N=c2\sc(C(C)(C)C)cn2C[C@H]2CCCO2)C1,7.6
CC(C)(C)c1cn(C[C@H]2CCCO2)/c(=N/C(=O)c2cc(C(F)(F)F)ccc2OCCC/N=C/OC2CCCCO2)s1,7.6
CCCCCn1cc(C(=O)NC23CC4CC(C)(CC(C)(C4)C2)C3)c(=O)n2ncnc12,7.6
O=C(CCc1nnc(-c2ccc(F)cc2Br)o1)Nc1ccc2c(c1)c1ccccc1n2CCF,7.6
CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(F)(F)F)cc1)n2CCC(C)C,7.6
CN(C)C(=O)[C@@H](NC(=O)n1c(=O)n(CCN2CCOCC2)c2ccccc21)C(C)(C)C,7.6
COCCn1cc(C(=O)c2cccc3ccccc23)c2ccncc21,7.6
CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C3(C#N)CCCC3)cc1OC2(C)C,7.6
C=CCn1cc(C(=O)C(=O)NC23CC4CC(CC(C4)C2)C3)c2cc(-c3ccccc3)ccc21,7.6
CCCn1c(=O)c(C(=O)NC2CCC(C)CC2)cc2ccccc21,7.6
Cc1c(Cl)ccc2c(=O)c(C(=O)NC34CC5CC(CC(C5)C3)C4)c[nH]c12,7.59
CCCCCn1cc(NC(=O)C23CC4CC(CC(C4)C2)C3)c(=O)c2ccccc21,7.59
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2ccc(Cl)c(C)c21,7.59
CC1(C)C(C(=O)c2cn(CCN3CCCCCC3)c3ccccc23)C1(C)C,7.59
CCCCCn1cc(C(=O)Nc2cccc(C(F)(F)F)c2)c(=O)cc1-c1ccccc1,7.59
CC(C)(C)c1cn(C[C@H]2CCCO2)/c(=N/C(=O)c2cc(C(F)(F)F)ccc2OCc2cnco2)s1,7.59
COCc1ccc2c(c1)c(C(=O)C1C(C)(C)C1(C)C)cn2CC1CCOCC1,7.59
CCCCCCC(C)(C)c1cc(OCCCO)c2c(c1)OC(C)(C)c1cn[nH]c1-2,7.59
CCCCn1c(=O)sc2cc(C(=O)C34CC5CC(CC(C5)C3)C4)ccc21,7.59
O=C(NC1CCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2Cl)CC1,7.59
CCCCCn1cc(C(=O)NC(C)C23CC4CC(CC(C4)C2)C3)c(=O)c2ccc(Cl)cc21,7.58
CCCCCn1cc2c(=O)n(CCC34CC5CC(CC(C5)C3)C4)nc-2c2ccccc21,7.58
CCCCCCC(C)(C)c1cc(OC)cc(OCCCCCCCCCCC(=O)NC2CC2)c1,7.58
CN(CC(=O)NC1CC1)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,7.58
CCCCn1cc(-c2ccc3ccccc3c2)c2cccc(OC)c21,7.58
CCCCn1cc(-c2cccc3ccccc23)c2cccc(OC)c21,7.58
CCCCCn1c2ccccc2c2cc(C(=O)NCC(C)(C)C)ncc21,7.58
CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(CO)cc1-2,7.58
CCCCCC1=NN(C(=O)NC2CCCCCCC2)CC1c1ccccc1,7.58
Cc1c(C(=O)C2C(C)(C)C2(C)C)c2ccccc2n1CCN1CCOCC1.Cl,7.57
Cc1c(C(=O)C2C(C)(C)C2(C)C)c2ccccc2n1CCN1CCOCC1,7.57
CCCn1cc(C(=O)c2ccc(Br)c3ccccc23)c2ccccc21,7.57
Cn1c(C2(C)CC2)c/c(=N\C(=O)c2cc(C(F)(F)F)ccc2OCC(C)(C)O)n1C[C@H]1CCCO1,7.57
CC(C)Cn1cc(C(C)(C)C)s/c1=N\C(=O)c1cc(Br)ccc1OC[C@@H]1CCCN1C,7.57
Cn1c(C(C)(C)C)c/c(=N/C(=O)c2cc(C(F)(F)F)ccc2ONC(C)(C)C)n1CC1CCC1,7.57
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CC2CC2)nc1,7.57
Cc1ccc(-c2n[nH]c(CC3CCCCC3)n2)cc1S(=O)(=O)N1CCOCC1,7.57
Cc1c(CCN2CCOCC2)c2ccccc2n1C(=O)c1cccc(Cl)c1Cl,7.57
COC(=O)CCCCn1c(=O)c(C(=O)NC2CCC(C)CC2)cc2cccnc21,7.57
CCCCn1c(=O)c(C(=O)NC23CC4CC(CC(C4)C2)C3)c(O)c2c1cnn2CCO,7.57
CCCCCn1cc(C(=O)NC23CC4CC(C)(CC(C)(C4)C2)C3)c(=O)c2cccc(Cl)c21,7.56
Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)oc2n1,7.56
CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(OC)CC4)ccc31)CN(C1CCCC1)C2,7.56
CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOC1)C2,7.56
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)NCC(F)(F)F)c1,7.55
CCCCCOc1c(OC)ccc2cc(C(=O)NCCc3ccc(OC)cc3)c(=O)[nH]c12,7.55
O=C(NC1CCCCCC1)c1cn(CCN2CCOCC2)c2ccccc2c1=O,7.55
O=S(=O)(NCC1CCCO1)c1ccc(Nc2ccc(Cl)cc2Cl)cc1C(F)(F)F,7.55
O=S(=O)(NCC1CCOCC1)c1ccc(NC2CC3CCC2C3)cc1C(F)(F)F,7.55
O=C(NN1CCCCCC1)c1nn(-c2ccc(Cl)cc2Cl)c2c1CCCc1cc(Cl)ccc1-2,7.55
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)cc1C(C)(C)C,7.54
CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)cc1C(C)(C)C,7.54
CCCCCn1c(C)c(C(=O)Cc2ccccc2Br)c2ccccc21,7.54
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)c(Cl)c2)c1-n1c(C)ccc1C,7.54
CC(C)Cn1nc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1ONC(C)(C)C,7.54
COc1cc(Nc2ccc(S(=O)(=O)NCC3CC3)c(C(F)(F)F)c2)cc(OC)c1,7.54
N#Cc1ccc(Nc2ccc(S(=O)(=O)NCC3CC3)c(C(F)(F)F)c2)c(Cl)c1,7.54
CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccc(CC)cc1,7.54
COc1cccc2c(C(=O)NC3C(C)(C)[C@@H]4CC[C@@]3(C)C4)c(C)n(CCN3CCOCC3)c12,7.54
Cc1ccc(Cn2nc(C(=O)N[C@@H]3C[C@@H]4CC[C@@]3(C)C4(C)C)cc2-c2ccc(Cl)c(C)c2)cc1,7.54
CCCCCn1cc2c(=O)n(-c3cccc(C(F)(F)F)c3)nc-2c2ccccc21,7.53
CCCCCn1c(=O)c(C(=O)NC23CC4CC(CC(C4)C2)C3)c(O)c2cc(Br)ccc21,7.53
CN(C)C1(c2nc(-c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)cs2)CCOCC1,7.53
CCc1c(C(=O)NCc2ccc(Cl)c(Cl)c2)nn(-c2ccc(Cl)c(Cl)c2)c1-n1cccc1,7.53
COc1ccc(S(=O)(=O)c2cc(OC)ccc2S(=O)(=O)c2ccc([C@@H](C)NS(C)(=O)=O)cc2)cc1,7.52
CCN(CC)c1ccc(CN(c2ccccc2)S(=O)(=O)c2ccc(C(C)C)cc2)cc1,7.52
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)n2nc(-c3ccc(Cl)cc3Cl)cc12,7.52
N#Cc1ccccc1CSc1nnc2c3ccccc3n(C(=O)C3CCCCC3)c2n1,7.52
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)[C@H](O)[C@@H]21,7.52
Cc1s/c(=N\C(=O)c2cc(C(F)(F)F)ccc2OC[C@@H]2CCCN2C)n(CC2CC2)c1C,7.52
CC(C)(C)c1cn(C[C@H]2CCCO2)/c(=N/C(=O)c2cc(C(F)(F)F)ccc2OC[C@H]2CCCCN2)s1,7.52
CCCCCCc1ccc(O)cc1OCCCCCCCCCCC(=O)NC1CC1,7.52
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCC(=O)NCCO)c1,7.52
CCCn1c(C)c(C(=O)c2cccc3cc(OC)ccc23)c2ccccc21,7.52
CC1(C)C(C(=O)c2cn(Cc3cccnc3)c3ccccc23)C1(C)C,7.52
COc1cccc2c(C(=O)N[C@H]3C4(C)CCC(C4)C3(C)C)c(C)n(CCN3CCOCC3)c12,7.52
CC1(C)C(C(=O)c2cn(CC3CCOCC3)c3ccc(C#N)cc23)C1(C)C,7.52
CCCCCCOc1ccccc1-c1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)no1,7.52
CCCCCn1cc(C(=O)NC23CC4CC(C)(CC(C)(C4)C2)C3)c(=O)c2cnccc21,7.51
CC1(C)C(C(=O)c2cn(CCc3ccncc3)c3ccccc23)C1(C)C,7.51
CCCn1c(C)c(C(=O)c2ccc(Br)c3ccccc23)c2ccccc21,7.51
CCN(CC)c1ccc(CN(Cc2ccco2)S(=O)(=O)c2ccc(C(C)C)cc2)cc1,7.51
CCCCCn1cc(C(=O)NC2CCCCCC2)c(=O)n2nc(-c3ccccc3)cc12,7.51
COC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)c1c(C)n(CCN2CCOCC2)c2c(OC)cccc12,7.51
CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)n2nc(-c3ccc(C)cc3)nc12,7.51
O=C(NC1CCCCC1)c1cc2cccnc2n(Cc2ccccc2)c1=O,7.51
COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3cc(I)ccc23)cc1,7.51
C=CCNC(=O)CCCCCCCOc1cc(OC)cc(C(C)(C)CCCCCC)c1,7.51
Cc1cccc(Cn2cc(C(=O)N[C@@H]3C(C)(C)C4CC[C@]3(C)C4)c(=O)c3ccc(F)cc32)c1,7.5
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)NCC2CC2)c1,7.5
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCC(=O)NCC2CC2)c1,7.5
CCc1ccccc1-c1nc2c(N3CCN(C)CC3)nc(C)nc2n1C1CCOCC1.Cl,7.5
O=C(NCC1CCCCC1)c1nn(-c2ccc(Cl)cc2Cl)c2c1CCCc1cc(Cl)ccc1-2,7.5
COc1ccc(S(=O)(=O)N(Cc2ccc(N3CCCCC3)cc2)c2ccccc2)cc1,7.49
CC(C)Cn1cc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1OCCN1CCCC1,7.49
CCCCn1nc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1NNc1ccccn1,7.49
CC1(C)C(C(=O)c2cn(CCN3CCOCC3)c3cccc(N)c23)C1(C)C,7.49
CCCCCCC1(c2cc(O)c3c(c2)OC(C)(C)[C@@H]2CCC(=O)C[C@@H]32)SCCS1,7.49
C=C(C)C1CCC(C)=C[C@H]1c1c(O)cc(C2(CCCCCC)CC2(Cl)Cl)cc1O,7.48
CCCCCn1cc(C(=O)Cc2ccccc2OC)c2ccccc21,7.48
O=C(N[C@@H](Cc1ccccc1)C(=O)O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2,7.48
CCC1COc2c(F)c(F)cc3c(=O)c(C(=O)NC45CC6CC(CC(C6)C4)C5)cn1c23,7.48
CCCn1cc(C(=O)c2ccc(F)c3ccccc23)c2ccccc21,7.48
CSC(=S)N1CC(C)(C)CS/C1=N\c1cccc(C(C)C)c1,7.48
O=C(CCc1nc(-c2ccc(F)cc2Br)no1)Nc1ccc2c(c1)c1ccccc1n2CCCO,7.48
CN1CCCC[C@@H]1COc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc(C(C)(C)C)cn1C[C@H]1CCCO1,7.48
CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccc(F)cc1,7.48
Cc1ccc(-c2cc3ncccc3c3cc(C(=O)NC45CC6CC(CC(C6)C4)C5)nn23)cc1,7.48
CCCCCc1cc(OC)cc(OCCCCCCCCCCC(=O)NCCO)c1,7.48
CC1(C)Oc2cc(C34CC5CC(CC(C5)C3)C4)cc(O)c2[C@@H]2C[C@H](CCO)CC[C@H]21,7.48
CCCNC(=O)c1c(NC(=O)C23CC4CC(CC(C4)C2)C3)sc2c1CCOC2,7.47
CCN(CC)c1ccc(CN(CC2CCCCC2)S(=O)(=O)c2ccc(C)cc2)cc1,7.47
CCCCCCC(C)(C)c1ccc(-c2cc(C)cc(C)c2)c(OC)c1,7.47
Cc1ccc(C(=O)NC(C(C)(C)C)C(C)(C)C)cc1S(=O)(=O)N1CCOCC1,7.47
CCCCn1/c(=N/C(=O)c2cc(C(F)(F)F)ccc2OC[C@@H]2CCCN2C)sc2ccncc21,7.47
CC(C)(C)c1cn(C[C@H]2CCCO2)/c(=N/C(=O)c2cc(C(F)(F)F)ccc2OCCNCCO)s1,7.47
CC(C)(C)c1cn(C[C@H]2CCCO2)/c(=N/C(=O)c2cc(C(F)(F)F)ccc2OCC(C)(C)n2cccc2)s1,7.47
COC(=O)C(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21,7.46
O=C(c1cn(CCN2CCOCC2)c2ccccc12)[C@@H]1CC12CCCCC2,7.46
CCN(CC)c1ccc(CN(C(=O)C2CCCCC2)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,7.46
Cc1c(CCN2CCOCC2)c2cc(O[11CH3])ccc2n1C(=O)c1cccc(Cl)c1Cl,7.46
C[C@H](NS(C)(=O)=O)c1ccc(Cc2ccc(OC(F)(F)F)cc2S(=O)(=O)c2cccc(C(F)(F)F)c2)cc1,7.46
CCCCn1/c(=N/C(=O)c2cc(C(F)(F)F)ccc2OCCC(C)(C)O)sc2ccncc21,7.46
CCSC(=S)N1CC(C)(C)CS/C1=N\c1ccccc1C(C)C,7.46
COC(=O)c1c(-c2ccccc2)csc1NC(=O)C12CC3CC(CC(C3)C1)C2,7.46
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2C[C@H]2CCCCN2)cc1,7.46
Cc1ccc(NC(=O)C2(C)CCCCC2)cc1S(=O)(=O)N1CCOCC1,7.46
CCOc1ccc(C(=O)c2nc3cc(C(=O)N(CC)CC)ccc3n2CCC(C)C)cc1,7.46
CCCCCn1c2ccccc2c2cc(C(=O)N3CCCCC3)ncc21,7.45
CCCCCn1c2ccccc2c2cc(C(=O)N3CCN(C)CC3)ccc21,7.45
CCCCC1=NN(C(=O)NC(C)(C)c2ccccc2)CC1c1ccccc1,7.45
CCCCCn1cc(C(=O)c2cccc3ccccc23)c2c(F)cccc21,7.45
CCCCOc1c(OCC[18F])ccc2cc(C(=O)NC3CCCCC3)c(=O)[nH]c12,7.45
CCN(CC)c1ccc(CN(c2ccc(Cl)cc2)S(=O)(=O)c2ccc(Cl)cc2)cc1,7.44
CCCCCc1cc2c(c3c1CCCO3)C1C=C(C)CCC1C(C)(C)O2,7.44
CCc1c(C)cc(C(=O)NC2(C(=O)O)CCCCC2)c(=O)n1Cc1ccc(F)cc1,7.44
CCN(CC)c1ccc(CN(C2CCCC2)S(=O)(=O)c2ccc(C)cc2)cc1,7.44
CCCCCOc1ccccc1-c1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)no1,7.44
CC1CCC(NC(=O)c2cc3ccccc3n(CCCO)c2=O)CC1,7.44
CN1CCC[C@H]1CNc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc(C(C)(C)C)cn1C[C@H]1CCCO1,7.44
O=S(=O)(NCC1CCCO1)c1ccc(NC2CC3CCC2C3)cc1C(F)(F)F,7.44
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCN(C)C)cc1,7.44
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,7.44
Cc1ccc(-c2nc(CC(C)(C)C)c[nH]2)cc1S(=O)(=O)N1CCOCC1,7.44
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c(-c2ccncc2)c1C,7.44
CCCCCC1=NN(C(=O)Nc2cccc3ccccc23)CC1c1ccccc1,7.44
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCC(C)C)cc1,7.44
CCN(CC)c1ccc(CN(c2ccc(Cl)cc2)S(=O)(=O)c2ccc(C)cc2)cc1,7.43
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2c(CC)nn(C)c21,7.43
CCCCCn1cc(C(=O)NC2CCCCCC2)c(=O)n2nc(-c3ccc(Cl)cc3Cl)cc12,7.43
CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(Cc1ccccc1)C2,7.43
Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n(C3CCOCC3)c2n1,7.43
CC(C)Cn1cc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1OC[C@@H]1CCN1C,7.43
COc1cc(Nc2ccc(S(=O)(=O)NCC3CC3)c(OC(F)(F)F)c2)cc(OC)c1,7.43
Cc1cc(F)c(NC(=O)C2CCCCC2C)cc1CN1CCOCC1,7.43
CCCCCn1cc(C(=O)N[C@H](C)c2ccccc2)c(=O)c2ccccc21,7.43
CC(C)(c1ccc(-c2cc(Cl)cc(Cl)c2)c(O)c1)c1cccs1,7.43
CC1(C)Oc2cc(C(=O)c3cccc(C(F)(F)F)c3)cc(O)c2[C@@H]2C[C@H](O)CC[C@H]21,7.43
Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n(CCS(C)(=O)=O)c2n1.Cl,7.43
N#CC1(CNS(=O)(=O)C(F)(F)F)CCN(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)CC1,7.43
CCc1ccc(C(=O)c2cc(O)c(-c3cc(Cl)cc(Cl)c3)c(O)c2)cc1,7.43
CCCC1COc2ccc(C)c3c(=O)c(C(=O)NC4CCCCC4)cn1c23,7.42
CC1COc2cccc3c(=O)c(C(=O)NC4CCCCCC4)cn1c23,7.42
CCCn1c(C)c(C(=O)c2ccc(F)c3ccccc23)c2ccccc21,7.42
CCN(CC)c1ccc(CN(C(=O)Cc2ccc(Cl)cc2)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,7.42
CC1(C)[C@@H]2CC[C@]1(C)[C@H](NC(=O)c1nn(-c3ccc(Cl)cc3Cl)c3c1Cc1cc(C4CC4)ccc1-3)C2,7.42
COc1cccc2c(C(=O)NC3CC(C)(C)CCC3(C)C)c(C)n(CCN3CCOCC3)c12,7.42
CCS(=O)(=O)n1c2c(c3cc(C(=O)N(C)CCC(C)C)ccc31)CN(C1CCCC1)C2,7.42
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCNc2c3c(nc4ccccc24)CCCC3)cc1,7.41
CCCCCn1cc(C(=O)Cc2ccccc2F)c2ccccc21,7.41
CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1cccc(C)c1,7.41
CCCCCc1cc(O)cc(OCCCCCCCC(=O)NC2CC2)c1,7.41
CCCCCc1cc(O)cc(OCCCCCCCCCCCC(=O)NCCO)c1,7.41
CC(C)Cn1cc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1OC[C@@H]1CCCN1C,7.41
COCCn1nc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1ONC(C)(C)C,7.41
CCCCCCc1c(O)cccc1OCCCCCCCCCCCC(=O)NC1CC1,7.41
CNC(=O)CCCCC(C)(C)c1ccc(-c2cc(C)cc(C)c2)c(O)c1,7.41
CCCCCCn1c(=O)sc2cc(C(=O)C34CC5CC(CC(C5)C3)C4)ccc21,7.41
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2Cc2ccccn2)cc1,7.41
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)c1cn(CCO)nc1-2,7.4
CCCCCCC(C)(C)c1cc(OCCO)c2c(c1)OC(C)(C)c1cn(C)nc1-2,7.4
C[C@H]1CC[C@H](NC(=O)c2cc3cccnc3n(Cc3ccccc3)c2=O)CC1,7.4
CCCCCn1cc(C(=O)c2ccc(-c3ccccc3)cc2)c2ccccc21,7.4
CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)n2nc(-c3ccccc3C)cc12,7.4
CCCCn1c2c(cc(C(N)=O)c1=O)CCCCCC2,7.4
CCCCCn1c(C)c(C(=O)c2c(OC)ccc3ccccc23)c2ccccc21,7.4
Cc1cc(NC(=O)C(C)(C)C)cc(S(=O)(=O)N2CCOCC2)c1C,7.4
Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n(C3CCOCC3)c2n1.Cl,7.39
CC1(C)Oc2cc(C34CC5CC(CC(C5)C3)C4)cc(O)c2[C@@H]2C[C@H](O)CC[C@H]21,7.39
O=S(=O)(c1cc2ccccc2n1S(=O)(=O)c1cccnc1)N1CCC(CNS(=O)(=O)C(F)(F)F)CC1,7.39
Cc1c(C(=O)N2CCC(NS(C)(=O)=O)(c3ccccc3)CC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,7.39
CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1cccc([N+](=O)[O-])c1,7.39
CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccc(OC)cc1,7.39
O=C(CCc1nc(-c2ccc(F)cc2)no1)Nc1ccc2c(c1)c1ccccc1n2CCF,7.39
COc1cccc2c(C(=O)N[C@@H]3C4(C)CCC(C4)C3(C)C)c(C)n(CCN3CCOCC3)c12,7.39
CCOc1ccc(Cc2nc3cc(N(C)C(=O)N(C)C)ccc3n2CC2CC2)cc1,7.39
O=C(Nc1cccc2ccccc12)N1Cc2ccccc2N(CCN2CCOCC2)C1=O,7.39
CCCCCCC(C)(C)c1cc(O)c([C@@H]2C=C(C)C3C[C@H]2C3(C)C)c(O)c1,7.39
CCCCCn1cc(C(=O)NC2CCCc3ccccc32)c(=O)c2ccccc21,7.38
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc(-c3ccc(C#N)cc3)ccc21,7.38
CCCCCc1cc(OC)cc(OCCCCCCCC(=O)NCCO)c1,7.38
FC(F)(F)c1cccc(-c2c[nH]c(-c3cccc(CN4CCOCC4)c3)n2)c1,7.38
CCC1COc2c(N3CCN(C)CC3)ccc3c(=O)c(C(=O)NC45CC6CC(CC(C6)C4)C5)cn1c23.Cl,7.38
CCN1C(=O)C(Sc2nc3ccccc3o2)c2ccccc2C1C,7.38
CCCCn1c(C)c(C)cc(NC(=O)c2cccc(C)c2)c1=O,7.38
CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)n2nc(-c3ccccc3)cc12,7.38
CN(C)CCNc1cnn(C2CC(C)(C)CC(C)(C)C2)c(=O)c1Br,7.38
CCCCn1nc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1NNCc1ccccc1,7.37
CN1CCC[C@H]1COc1ccc(C#N)cc1C(=O)/N=c1\sc(C(C)(C)C)cn1C[C@H]1CCCO1,7.37
CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)n2nc(-c3ccccc3)nc12,7.37
CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC3CCCC3)cc1)n2CCC(C)C,7.37
