smiles,pKi
CC1CC(C)CN(C1)S(=O)(=O)c2ccc3oc(C(=O)NC4CCCCC4)c(C)c3c2,4.759
CC(C)SC(=S)N1CC(C)(C)CS/C/1=N\c2ccccc2C(C)C,6.561
CC(C)(C)NOc1ccc(cc1C(=O)\N=C\2/SC(=NN2C[C@H]3CCCO3)C(C)(C)C)C(F)(F)F,8.000
CC(C)(NC(=O)C1=CC2=C(CCCCCC2)N(CC3CCCCC3)C1=O)C(=O)NCCCO,9.000
CCCNC(=O)c1c2CCOCc2sc1NC(=O)C34CC5CC(CC(C5)O3)C4,6.590
CNC(=O)CCC(C)(C)c1ccc(c(O)c1)c2cc(C)cc(C)c2,6.854
COCCN1C=C(C(=O)N[C@H]2[C@]3(C)CCC(C3)C2(C)C)C(=O)c4ccc(Sc5ccccc5)cc14,8.959
CCCCCCC(C)(C)c1ccc(c(O)c1)c2cccc(c2)C#N,7.347
CCCCCCC(C)(C)c1ccc(cc1)c2cc(C)cc(C)c2,5.670
CCCCCn1c2ccccc2c3cc(ccc13)C(=O)N(CC)CC,7.286
CC1(C)C(C(=O)c2cn(CCN3CCOCC3)c4ccc(O)cc24)C1(C)C,7.039
CCCn1c(C)c(C(=O)c2ccc(OC)c3ccccc23)c4ccccc14,7.013
CCCCCn1cc(C(=O)Cc2ccc(OC)cc2)c3ccccc13,6.352
CCCCCCc1ccc(OCCCCCCCCCCC(=O)OC(CO)CO)cc1O,5.104
C=CCn1cc(C(=O)C(=O)NC23CC4CC(CC(C4)C2)C3)c5cc(ccc15)c6occc6,7.987
Brc1ccc(CN2C=C(C(=O)c3cccc4ccccc34)C(=O)c5ccccc25)cc1,6.015
CCCn1cc(C(=O)c2cccc3ccc(CC)cc23)c4ccccc14,6.910
CC(C)CCNS(=O)(=O)[C@@H]1CC[C@H](N(C1)c2ccc(Cl)cc2)c3ccc(Cl)cc3Cl,5.859
CCOc1ccccc1\N=C\2/SCC(C)(C)CN2C(=S)SC,7.076
CCCCCN1C=C(C(=O)NC2CCCCCC2)C(=O)c3c(C)noc13,7.733
CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)C(=O)OCCBr,8.538
FC(F)(F)c1ccc(cc1)C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccc(Cl)cc4Cl,6.562
C[C@@]12CCC(C1)C(C)(C)[C@H]2NC(=O)C3=CN(CCCCSc4ccccc4)c5cc(Sc6ccccc6)ccc5C3=O,8.187
CCCCN1C=C(S/C/1=N\C(=O)c2cc(ccc2NNC(=O)c3ccncc3)C(F)(F)F)C(C)(C)C,8.959
CC1(C)Oc2cc(cc(O)c2[C@@H]3C[C@H](O)CC[C@@H]13)[C@@]45CC6CC(C[C@](C6)(C4)N=[N+]=[N-])C5,7.606
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(ccc15)c6ccc(Cl)s6,7.349
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(ccc15)C(C)C,8.201
CCCCc1cc(cc(C(=O)NC2CCCCCC2)c1OC)c3ccc(F)cc3,6.780
CC(C)(C)[C@H](NC(=O)N1C(=O)N(CC2(O)CCOCC2)c3ccccc13)C(=O)N,7.036
CCCCCn1cc(C(=O)Cc2cccc(Cl)c2)c3ccccc13,6.974
CCCn1cc(C(=O)c2ccc(I)c3ccccc23)c4ccccc14,8.180
CCCCCc1cc(c2ccccc2)n(n1)c3ccccc3,5.531
Clc1ccc2C3=NN(C4CCCCC4)C(=O)C3=CN(Cc5ccccc5)c2c1,5.785
CC(C)(C)C1=CN(C[C@H]2CCCO2)\C(=N\C(=O)c3cc(ccc3OCc4nccs4)C(F)(F)F)\S1,8.260
CCN(CC)c1ccc(CN(C(=O)C2CCCCC2)[C@@]34C[C@@H]5C[C@@H](C[C@@H](C5)C3)C4)cc1,7.456
CCN(CC)C(=O)c1ccc2c(c1)nc(Cc3ccc(O)cc3)n2CCC(C)C,6.097
Clc1ccc(c(Cl)c1)n2nc(C(=O)NN3CCCC3)c4CCCc5cc(Cl)ccc5c24,6.740
CC1(C)C(C(=O)c2cn(CCc3ccsc3)c4ccccc24)C1(C)C,8.747
CCS(=O)(=O)n1c2CN(Cc2c3cc(ccc13)C(=O)N4CCCCC4)C5CCCC5,7.757
CCN(CC)C(=O)c1ccc2c(c1)nc(Cc3ccc(OC(F)(F)F)cc3)n2CCC(C)C,7.602
OC1C2CCN(CC2)/C/1=C\c3cn(Cc4ccc(Cl)cc4)c5ccccc35,6.947
O=C(Nc1ccccc1Oc2ccccc2)c3ccc(cc3)S(=O)(=O)N4CCc5ccccc45,5.000
CCCS(=O)(=O)n1c2CN(Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4)C5CCCC5,7.652
Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3c(C)ccc3C)C(=O)NCc4ccc(Cl)c(Cl)c4,5.405
COc1cccc2C(=O)C(=CNc12)C(=O)NC34CC5CC(CC(C5)C3)C4,5.463
Cl.Cl.Clc1ccc(cc1)c2nc(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4,5.264
Oc1ccc(NC(=O)CCCCCCCCCCCCCCCOc2cccc(O)c2)cc1,5.000
COc1ccccc1CC2=Cc3c(OC2=O)c(C)ccc3C(C)C,5.246
CCCCCN1C=C(C(=O)NC2CCCCC2)C(=O)c3c1n(C)nc3C(C)(C)C,5.453
O=C(NCCC(c1ccccc1)c2ccccc2)C(c3ccccc3)c4ccccc4,5.102
CCNC(=O)NC1CCCOc2c1nn(c3ccccc3Cl)c2c4ccc(Cl)cc4,4.833
C(Oc1nn(Cc2ccccc2)c3ccccc13)c4ccccc4,5.455
Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3cccc3)C(=O)NCc4ccc(Cl)c(Cl)c4,6.292
CCCn1cc(C(=O)c2cccc3ccc(OC)cc23)c4ccccc14,7.149
Cc1ccc(NC(=O)C(C)(C(F)(F)F)C(F)(F)F)cc1S(=O)(=O)N2CCOCC2,7.638
COc1cc(C)cc2OC(=O)C(=Cc12)Cc3ccccc3Cl,5.812
CCCCN1N=C(S/C/1=N\C(=O)c2ccc(cc2ONC(C)(C)C)C(F)(F)F)C(C)(C)C,6.896
Clc1ccc(C(N2CCN(CC2)C(=O)C34CC5CC(CC(C5)C3)C4)c6ccccc6)c(Cl)c1,7.602
CCCCCN1C=C(C(=O)NC2CCCCC2)C(=O)C=C1c3ccc(Cl)cc3,7.108
O[C@@H]1CCCC[C@H]1NC(=O)c2cnc(OCC3CC3)c(n2)c4ccc(Cl)cc4,6.096
Clc1ccc(c(Cl)c1)n2nc(C(=O)NN3CCCCC3)c4Cc5cc(ccc5c24)C6CCCCC6,6.293
CCCCCCOc1ccccc1c2onc(c2)C(=O)NC34CC5CC(CC(C5)C3)C4,7.516
CCCCCn1cc(C(=O)c2ccc(CC)c3ccccc23)c4ccccc14,9.161
CCCCCC(C)(C)c1cc(Br)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C,7.553
CCOc1ccc(Cc2nc3cc(ccc3n2CC4CC4)C(=O)N5CCCC5)cc1,7.854
Cc1c(C)c2OC(=O)C(=Cc2c(C)c1O)Cc3ccc(F)cc3,6.353
CCCCCCCC(=O)NC(NC(=O)CCCCCCC)c1ccc(cc1)N(CC)CC,6.836
CCCn1cc(C(=O)c2ccc(F)c3ccccc23)c4ccccc14,7.481
COc1ccc(cc1)C2=CN(Cc3ccc(F)cc3)C(=O)C(=C2)C(=O)NC4CCCCCC4,9.000
CC(C)(C)C1=CN(C[C@H]2CCCO2)\C(=N\C(=O)c3cc(ccc3OCc4cnccn4)C(F)(F)F)\S1,8.301
ClC(C(=O)NCCC(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4,5.854
CCc1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(C)n1c5ccccc5,8.796
Cc1ccc(cc1S(=O)(=O)N2CCOCC2)c3nnn(CC4CCCCC4)n3,7.086
CSC(=S)N1CC(C)(C)CS/C/1=N\c2ccccc2C(F)(F)F,6.851
CC(C)c1nc2ccccc2n1C(=O)c3cccc4ccccc34,6.301
CCCCCn1cc(cc1c2ccccc2CCCC)C(=O)c3cccc4ccccc34,7.161
CCCn1c(C)c(C(=O)c2cccc3ccc(CC)cc23)c4ccccc14,6.620
CCCN1C=C(C(=O)N[C@@H]2C(C)(C)C3CC[C@]2(C)C3)C(=O)c4ccc(F)cc14,8.538
CC1(C)C(C(=O)c2cn(CC3CCOCC3)c4c(COc5ccccc5)cccc24)C1(C)C,8.523
CCC1COc2cccc3C(=O)C(=CN1c23)C(=O)Nc4nccs4,6.577
COc1cccc2c(nn(CCN3CCOCC3)c12)C(=O)NC(c4ccccc4)c5ccccn5,6.836
Fc1ccc(CN2C(=O)C(=Cc3cccnc23)C(=O)NC4CCCCC4)cc1,8.658
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)C(=C1C)c5ccc(CC)cc5,7.265
CCCCCc1cc(O)cc(OCCCCCCCCCCC(=O)NC(CO)CO)c1,6.268
CNC(=O)[C@@H](NC(=O)N1C(=O)N(CCN2CCOCC2)c3ccccc13)C(C)(C)C,7.699
CCCCN1C=C(S/C/1=N\C(=O)c2cc(Cl)ccc2OCC(=O)N)C(C)(C)C,8.509
CSC(=S)N1CC2(CCCCC2)CO/C/1=N\c3ccc(F)c4ccccc34,9.097
CCN(CC)c1ccc(CN(c2ccc(Cl)cc2)S(=O)(=O)c3ccccc3)cc1,7.799
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCO,6.674
COC(=O)CCC(=O)n1c2ccccc2c3nnc(SCc4ccccc4C#N)nc13,6.444
Brc1ccc2N(CCC=C)C=C(C(=O)NC34CC5CC(CC(C5)C3)C4)C(=O)c2c1,7.623
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NCCCCCNCCCCCNC(=O)c4nn(c5ccc(Cl)cc5Cl)c(c4C)c6ccc(Cl)cc6,6.346
CCCCCc1cc(O)cc(OCCCCCCCCCCC(=O)NCC=C)c1,7.785
CCCCCn1c2ccc(cc2c3ccc(OC)cc13)C(=O)N4CCCCC4,8.125
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)n5nc(nc15)N6CCOCC6,7.276
CCCCOc1c2NC(=O)C(=Cc2cc(c1OC)[N+](=O)[O-])C(=O)NCCc3ccc(F)cc3,8.854
CCc1c(cc(C)n1c2ccccc2)C(=O)NC(C)c3ccccc3,6.268
CCCCCc1cc(O)c2C=C(Cc3cccc(Cl)c3)C(=O)Oc2c1,5.658
CCCCCn1cc(C(=O)C(=O)NC23CC4CC(CC(C4)C2)C3)c5cc(ccc15)c6ccccc6,7.896
CCOCCN1C=C(C(=O)NC23CC4CC(CC(O)(C4)C2)C3)C(=O)c5cccc(OC)c15,9.097
CCCCN1N=C(S/C/1=N\C(=O)c2cc(ccc2O\N=C(/N)\c3ccccn3)C(F)(F)F)C(C)(C)C,7.745
COC1CN(C1)c2ccc(nc2OCC3CC3)C(=O)NCC4(O)CCCCC4,5.543
Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1S(=O)(=O)N3CCOCC3,5.538
Cc1c(nn(c2ccc(Cl)c(Cl)c2)c1n3cccc3)C(=O)NC4CCCC4,7.921
CCCCCN1C=C2C(=O)N(N=C2c3ccccc13)c4ccccc4,5.865
CCCn1c(C)c(C(=O)c2cccc3ccccc23)c4ccccc14,7.606
CCCn1c(C)c(C(=O)c2ccc(Br)c3ccccc23)c4ccccc14,7.509
CN(CCCCCNC(=O)c1nn(c2ccc(Cl)cc2Cl)c(c1C)c3ccc(Cl)cc3)CCCCCNC(=O)c4nn(c5ccc(Cl)cc5Cl)c(c4C)c6ccc(Cl)cc6,5.984
CC1(C)C(C(=O)c2cn(CC3CCOCC3)c4cc(ccc24)C#N)C1(C)C,8.300
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(F)c(cc15)n6cccc6,8.444
CCCCCn1cc(C(=O)Nc2ccc3ccccc3c2)c4ccccc14,6.200
CCCCCCC(C)(C)c1cc(OC)c2C=C(Cc3ccccc3OC)C(=O)Oc2c1,5.521
CCCCCCC(C)(C)c1ccc(c(O)c1)c2ccc(C)c(C)c2,6.081
CCCCCC1=NN(CC1c2ccccc2)C(=O)NC3CCCc4ccccc34,7.648
CCCCN1C=C(Br)C=C(C(=O)NC2CCCCCC2)C1=O,8.292
CC(C)NOc1ccc(cc1C(=O)\N=C\2/SC(=CN2C[C@H]3CCCO3)C(C)(C)C)C(F)(F)F,9.523
C[S+]([O-])c1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4,6.400
CCCCN1C(=C(C)C=C(NC(=O)c2cccc3ccccc23)C1=O)C,7.821
CCCCCCc1ccc(O)cc1OCCCCCCCCCCC(=O)NC(CO)CO,5.625
CCN(CC)c1ccc(CN(Cc2ccccc2)S(=O)(=O)c3ccc(OC(F)(F)F)cc3)cc1,6.239
Cc1nc(C(=O)NC2C3CC4CC(C3)C2C4)c(C)n1c5ccccc5,8.013
CCCCN1C(=C(C)C=C(Oc2oc3ccccc3n2)C1=S)C,6.996
CCCCCCC(C)(C)c1ccc(c2cc(C)cc(C)c2)c(c1)C(=O)N,6.495
FCCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(F)cc5Br)ccc13,8.237
CSC(=S)N1CC(C)CS/C/1=N\c2ccccc2C(C)C,7.009
CCCC1COc2ccc(C)c3C(=O)C(=CN1c23)C(=O)NC4CCCCC4,7.420
COC(=O)CCCCC(C)(C)c1ccc(c(O)c1)c2cc(C)cc(C)c2,7.854
CCOC(=O)CCCN1C=CC=C(C(=O)NC2CCCCCC2)C1=O,5.737
Cc1ccc(cc1)C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccc(Cl)cc4Cl,6.483
Clc1ccc(c(Cl)c1)n2ncc(C(=O)NN3CCCCC3)c2c4ccc(I)cc4,5.721
CCC1(CCCCC1)C(=O)Nc2cc(CN3CCOCC3)c(C)cn2,8.155
CCCCCc1cc(OC)c2C=C(Cc3cccc(Cl)c3)C(=O)Oc2c1,6.456
Cc1ccc(cc1S(=O)(=O)N2CCOCC2)c3nc(c[nH]3)C(C)(C)C,7.638
CC1(C)C(C(=O)c2cn(CCN3CCCC3=O)c4ccccc24)C1(C)C,7.265
CCCCCN1C=C(C(=O)NC23CC4CC(C)(CC(C)(C4)C2)C3)C(=O)c5cnccc15,7.510
Cc1cc(C)cc(c1)c2ccc(cc2O)C(C)(C)CCCO,7.252
CCCCCN1C=C(C(=O)NC23CC4CC(C)(CC(C)(C4)C2)C3)C(=O)n5ncnc15,7.602
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(ccc15)c6ccc(O)cc6,8.377
CCCCCn1c2ccccc2c3cc(ccc13)C(=O)N4CCOCC4,7.073
Fc1ccc(COc2cccc(\C=C\3/N=C4SCCCCN4C3=O)c2)cc1,5.807
Cc1c(nn(c2ccc(Cl)c(Cl)c2)c1n3c(C)ccc3C)C(=O)NC4CCCCC4,8.886
Cc1cc2OCC(N3C=C(C(=O)NC4CCCCC4)C(=O)c(c1)c23)c5ccccc5,7.735
OC(=O)c1ccc(NC(=O)C2=CC3=C(CCCCCC3)N(CC4CCCCC4)C2=O)cc1,6.971
CC(C)Cc1nc2ccccc2n1C(=O)c3cccc4ccccc34,7.000
CC1(C)C(C(=O)c2cn(CCN3CCCCCC3)c4ccccc24)C1(C)C,7.588
C[C@H](NS(=O)(=O)C)c1ccc(cc1)S(=O)(=O)c2ccc(C)cc2S(=O)(=O)c3ccccc3F,9.301
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NC4CCN(CC4)C(=O)c5ccccc5,5.763
C[C@H](NS(=O)(=O)C)c1ccc(cc1)S(=O)(=O)c2ccc(Cl)cc2C(=O)c3ccc(Cl)cc3,6.717
OC(=O)Cc1csc(NC(=O)C2=CC3=C(CCCCCC3)N(CC4CCCCC4)C2=O)n1,7.658
Brc1ccc(cc1)C(NC(=O)Cc2ccccc2)NC(=O)Cc3ccccc3,5.652
FC(F)(F)CCCS(=O)(=O)Oc1cccc(Oc2cccc(c2C#N)C(F)(F)F)c1,7.342
Clc1ccc(cc1)N2C[C@H](CNC(=O)c3ccc(cc3)C#N)CC[C@H]2c4ccc(Cl)cc4Cl,5.852
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(cc3)C(F)(F)F)C(=O)NN4CCCCC4,6.198
COc1ccc2c(c1)c(cn2CCN3CCOCC3)C(=O)C4C(C)(C)C4(C)C,6.628
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)NCCO)c1,6.798
CN\C(=N/S(=O)(=O)N1CCC(F)(F)CC1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4,6.660
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(Br)ccc15,7.845
C\N=C(/NS(=O)(=O)N1CCCCCC1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4,5.986
CCOc1ccc(Cc2nc3cc(ccc3n2C[C@H]4CCCCN4C)C(=O)N(CC)CC)cc1,8.051
C[C@H](NS(=O)(=O)C)c1ccc(cc1)S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c3ccccc3Cl,8.222
Cc1c(nn(c2c(Cl)cc(Cl)cc2Cl)c1n3c(C)ccc3C)C(=O)NC4CCCCC4,6.409
CNC(=O)CCCN(C)C(=O)c1ccc2c(c1)c3C[C@@H](CCc3n2C)C4CCOCC4,7.810
CCN(CC)c1ccc(CN(Cc2ccccc2)S(=O)(=O)Cc3ccccc3)cc1,6.582
CCCCCN1C=C(C(=O)NC2CCCCCC2)C(=O)n3nc(cc13)c4ccc(Cl)cc4,8.200
CCCCCn1cc(C(=O)c2cccc3cccc(Cl)c23)c4ccccc14,8.000
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(Cl)cc3)C(=O)NC4CC5CCC4C5,7.268
O=C(NC1CCCCCC1)C2=CN3C(COc4cccc(C2=O)c34)C5CC5,8.506
O=C(Nc1sc2COCCc2c1C(=O)N3CCOCC3)C45CC6CC(CC4C6)C5,7.040
CC(=O)N1CCC[C@@H]1COc2ccc(cc2C(=O)\N=C\3/SC(=CN3C[C@H]4CCCO4)C(C)(C)C)C(F)(F)F,6.971
CCCNC(=O)NC1CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5,6.815
CCN(CC)c1ccc(CN(c2ncc(C)s2)S(=O)(=O)c3ccc(OC)cc3)cc1,8.398
CCN(CC)c1ccc(CN(C2CCCCC2)S(=O)(=O)c3ccc(cc3)C(C)C)cc1,7.260
COc1cccc(COc2ccc3c(c2)c(CC(=O)NC4CCCCC4)cn3CC=C)c1,6.398
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)n5nc(C)c(c6ccccc6)c15,6.742
Clc1ccc(cc1)n2c(I)c(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4,5.742
CCCCn1cc(c2ccc3ccccc3c2)c4cccc(OC)c14,7.577
CSc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4,6.095
COc1ccc(cc1)C2C(CCS(=O)(=O)c3ccccc3)C(=O)N2c4ccccc4,5.906
O=C(Cc1ccccc1)NC(CCc2ccccc2)NC(=O)Cc3ccccc3,5.031
C[C@H](CO)NC(=O)CCC\C=C/C\C=C/CCOc1cccc(c1)C(C)(C)CCCCN=[N+]=[N-],8.599
CC(C)CN1C=C(S/C/1=N\C(=O)c2cc(ccc2OCCO)C(F)(F)F)C(C)(C)C,9.137
CCCCN1C(=C(C)C=C(NC(=O)c2ccc(C)cc2)C1=O)C,6.606
CCCCCN1C=C2C(=O)N(CCC34CC5CC(CC(C5)C3)C4)N=C2c6ccccc16,7.583
COC(=O)CCC(C)(C)c1ccc(c(O)c1)c2cc(C)cc(C)c2,8.252
CCCCOc1c(OC)ccc2C=C(C(=O)NCc3cn(CCF)nn3)C(=O)Nc12,6.208
CCCCOC(=O)c1cc(O)c(c(O)c1)c2cc(C)cc(C)c2,5.495
Clc1ccc(CC(=O)NCCC(c2ccccc2)c3ccccc3)cc1,5.620
CN(C)CCCn1c2ccccc2c3cc(ccc13)C(=O)N4CCCCC4,6.395
CCCCCc1cc(O)cc(OCCCCCCCC(=O)N[C@H](C)CO)c1,6.923
CC(C)(O)COc1ccc(cc1C(=O)\N=C\2/Sc3ccncc3N2CC4CCC4)C(F)(F)F,8.602
O=C(NC1CCCCC1)C2=CC=CN(Cc3ccccc3)C2=O,6.699
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(ccc15)n6cccc6,9.155
CCc1c(nn(c2ccc(Cl)c(Cl)c2)c1n3c(C)ccc3C)C(=O)NCc4ccc(Cl)c(Cl)c4,6.944
CCC(=O)N1CC(C)(C)CS/C/1=N\c2ccccc2C(C)C,5.680
CCC(C)(C)C(=O)Nc1cc(C)c(C)c(c1)S(=O)(=O)NCC2CC2,7.180
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)n5nc(cc15)c6ccccc6C,8.544
CCCN1C(=O)C(=Cc2ccccc12)C(=O)NC3CCC(C)CC3,7.595
COc1cc(CNC(=O)c2nn(c3ccc(F)cc3F)c(c2C)n4cccc4)c(Br)c(OC)c1OC,6.131
CN1C=C(C(=O)N[C@H]2[C@]3(C)CCC(C3)C2(C)C)C(=O)c4ccc(Sc5ccccc5)cc14,7.796
Clc1ccc(CN2C=CC=C(C(=O)NC3CCCCCC3)C2=O)cc1,8.377
CCCCCCCN(Cc1ccc(cc1)N(CC)CC)S(=O)(=O)CCCC,6.162
Clc1ccc(c(Cl)c1)n2nc(C(=O)CC3CCCCC3)c4CCCc5cc(Cl)ccc5c24,6.488
OC(=O)C1(CCCCC1)NC(=O)C2=CC3=C(CCCCCC3)N(Cc4ccc(cc4)C#N)C2=O,6.842
CCCC1COc2cccc3C(=O)C(=CN1c23)C(=O)NC4CCCCC4,9.495
CC1(C)Oc2cc(cc(O)c2[C@@H]3C[C@H](O)CC[C@@H]13)C(=O)c4oc5ccccc5c4,6.679
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NCCCCCCCNCCCCCCCN,6.206
CC1CCC(CC1)NC(=O)C2=Cc3cccnc3N(CCCC(=O)O)C2=O,5.608
CC(C)CN1C=C(S/C/1=N\C(=O)c2cc(Cl)ccc2OC3CC3)C(C)(C)C,8.004
COc1ccc(cc1)c2nc3ccccc3n2C(=O)c4cccc5ccccc45,5.721
CCCCCOc1c(OC)ccc2C=C(C(=O)NCc3ccc4OCOc4c3)C(=O)N(C)c12,9.658
CC1(C)C(C(=O)c2cn(CCN3CCCCC3)c4ccccc24)C1(C)C,8.644
O=C(NC1CCCCC1)N2CC(Cc3ccccc3)C(=N2)c4ccccc4,6.298
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(ccc15)C(F)(F)F,7.936
CCCCCN1C=C(C(=O)N2CCC[C@H]2C(=O)N)C(=O)c3ccc(Sc4ccccc4)cc13,6.638
CCOc1ccc(Cc2nc3cc(ccc3n2CC4CCNCC4)C(=O)N(CC)CC)cc1,5.535
CCCCCN1C=C(C(=O)NC2CCCCCC2)C(=O)c3cnn(C)c13,6.987
C[C@H](NS(=O)(=O)C)c1ccc(cc1)S(=O)(=O)c2ccc(O)cc2S(=O)(=O)c3ccc(Cl)cc3,7.886
CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4ccc(C)cc4,9.056
CN1CCCCC1Cn2cc(C(=O)C3C(C)(C)C3(C)C)c4ccccc24,9.319
CC(C)(C)OC(=O)NC1CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5,5.766
Cc1c(nn(c2ccc(Cl)c(Cl)c2)c1n3c(C)ccc3C)C(=O)NC4CCCCCC4,8.377
CCS(=O)(=O)n1c2CN(CC=C)Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4,8.194
C[C@@]12CCC(C1)C(C)(C)[C@H]2NC(=O)C3=CN(CCCCO)c4cc(Sc5ccccc5)ccc4C3=O,8.602
CCCCCN1C(=C(C)C=C(Oc2oc3ccccc3n2)C1=S)C,6.670
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5ccc(F)cc15,9.097
Clc1ccc(cc1)c2c3OCCCC(NC(=O)C4CCCCC4)c3nn2c5ccccc5Cl,6.021
CCCCCn1cc(cc1c2cccnc2)C(=O)c3cccc4ccccc34,7.620
CCCCCOc1c(OC)ccc2C=C(C(=O)NCCc3ccncc3)C(=O)N(C)c12,9.125
CCCCCN1C=C2C(=O)N(CCC3CCCCC3)N=C2c4ccccc14,8.097
CCC(C)(C)C(=O)Nc1cc(C)c(C)c(c1)S(=O)(=O)N2CCS(=O)(=O)CC2,8.076
CCCCCn1cc(C(=O)c2ccccc2c3ccccc3)c4ccccc14,8.100
CC1(C)Oc2cc(cc(O)c2[C@@H]3CC(=O)CC[C@@H]13)C4(CCCCCBr)CCCC4,8.879
Cc1cc(ccc1Cl)C2=NN(CC2Cc3ccccc3)C(=O)NC4C5(C)CCC(C5)C4(C)C,6.162
CC1(C)C(C(=O)c2cn(CCN3CCCC3)c4ccccc24)C1(C)C,8.233
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)C=C1c5ccccc5Cl,9.155
CC1(C)C(C(=O)c2cn(CCc3nsc(Cl)n3)c4ccccc24)C1(C)C,8.080
S=C(NC1CCCCC1)N2CCN(CC2)C(c3ccccc3)c4ccccc4,5.729
CC1CC(C)CN(C1)S(=O)(=O)c2ccc3oc(C(=O)NCc4ccc(F)cc4)c(C)c3c2,5.398
Cc1ccc(cc1S(=O)(=O)N2CCOCC2)c3n[nH]c(CC(C)(C)C)n3,7.071
CCCCCc1ccc2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C,7.495
CCN(CC)c1ccc(CN(C(=O)C2CCCCC2)c3ccc(Cl)cc3)cc1,6.785
CCCCCN1C=C(NC(=O)C23CC4CC(CC(C4)C2)C3)C(=O)c5ccccc15,7.593
CCCCCn1c(C)c(C(=O)c2ccc(CCC)c3ccccc23)c4ccccc14,9.215
CCCCN1N=C(S/C/1=N\C(=O)c2cc(ccc2ONC(C)C)C(F)(F)F)C(C)(C)C,9.222
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(ccc15)c6ccccc6,8.420
Cc1ccc(Cn2cc(cc2c3ccc(Cl)c(C)c3)C(=O)NN4CCCCCC4)cc1,6.240
[O-][N+](=O)c1ccc2c(c1)c(OCc3ccc4ccccc4c3)nn2CCN5CCCCC5,6.301
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)n5nc(cc15)c6ccccc6Cl,8.207
Cc1cc(C)cc(c1)c2ccc(cc2O)C(C)(C)CO,6.222
CC(C)(Cc1oc(nn1)c2ccc(F)cc2)NC(=O)c3ccc(N4CC(F)(F)C4)c(OCC5CC5)n3,5.518
CC1(C)C(C(=O)c2cn(CCn3cccc3)c4ccccc24)C1(C)C,8.747
