0,fingerprint_path,4,act1_act2_act3_act4,0.9723799909043472,0.9074269455857258,0.91976390546945,ROC,322436,40,128,0.0001,0
,stype,seed,task_name,train_auc,valid_auc,test_auc,metric,# trainable params,best_epoch,batch_size,lr,weight_decay
0,fingerprint_path,8,act1_act2_act3_act4,0.9657821142489172,0.9049901353679051,0.9139325606189175,ROC,322436,40,128,0.0001,0
,stype,seed,task_name,train_auc,valid_auc,test_auc,metric,# trainable params,best_epoch,batch_size,lr,weight_decay
0,fingerprint_path,16,act1_act2_act3_act4,0.9746197523533143,0.9158126733583332,0.9154467241644757,ROC,322436,40,128,0.0001,0
,stype,seed,task_name,train_auc,valid_auc,test_auc,metric,# trainable params,best_epoch,batch_size,lr,weight_decay
0,fingerprint_path,32,act1_act2_act3_act4,0.9704740435071789,0.905499744986642,0.9132279445243613,ROC,322436,40,128,0.0001,0
,stype,seed,task_name,train_auc,valid_auc,test_auc,metric,# trainable params,best_epoch,batch_size,lr,weight_decay
0,fingerprint_path,64,act1_act2_act3_act4,0.9665008550598546,0.9124340419991693,0.9214188852940369,ROC,322436,40,128,0.0001,0
,stype,seed,task_name,train_auc,valid_auc,test_auc,metric,# trainable params,best_epoch,batch_size,lr,weight_decay
0,fingerprint_path,128,act1_act2_act3_act4,0.9689912296067114,0.9043041282248234,0.9065023438542299,ROC,322436,40,128,0.0001,0
,stype,seed,task_name,train_auc,valid_auc,test_auc,metric,# trainable params,best_epoch,batch_size,lr,weight_decay
0,fingerprint_path,256,act1_act2_act3_act4,0.9644208327988104,0.9045543133121959,0.9002173220510693,ROC,322436,40,128,0.0001,0
,stype,seed,task_name,train_auc,valid_auc,test_auc,metric,# trainable params,best_epoch,batch_size,lr,weight_decay
0,fingerprint_path,512,act1_act2_act3_act4,0.9641689998624026,0.9064101902016513,0.9171130811057112,ROC,322436,40,128,0.0001,0
