Title,act4,docking_score
1632,0,-11.915
1636,0,-11.776
1637,0,-12.605
1638,0,-7.472
1639,0,-12.554
1643,0,-11.99
1645,0,-12.087
1647,0,-10.464
1648,0,-10.891
1649,0,-12.602
1650,0,-14.464
1652,0,-12.466
1655,0,-12.432
1657,0,-9.682
1658,0,-12.057
1660,0,-13.276
1661,0,-11.993
1664,0,-8.288
1666,0,-11.559
1667,0,-11.172
1668,0,-10.002
1669,0,-10.184
1670,0,-11.755
1673,0,-12.966
1674,0,-13.196
1675,0,-11.877
1677,0,-10.233
1679,0,-11.985
1686,0,-10.938
1693,0,-11.786
1694,0,-12.43
1695,0,-9.341
